770271548033479,"с. Кизляр, пр. Гаражный, д. 999 стр. 66, 439312",10375498,2015-12-17
470639760162361,"к. Арсеньев, бул. Толстого, д. 3 стр. 10, 735763",6267427,1978-05-31
782501452380312,"ст. Домбай, ш. Демьяна Бедного, д. 5 стр. 7/2, 175848",20748993,1987-12-15
817499170670031,"д. Геленджик, пр. Октября, д. 272 к. 927, 211575",22427461,2007-03-30
585095412528800,"с. Мирный, пер. Пригородный, д. 9 к. 251, 839810",17030743,1970-12-15
804630837972473,"д. Кировск (Мурм.), пер. Ватутина, д. 65 к. 8/9, 878329",25712604,1990-03-24
487518354887791,"д. Губкинский, наб. Пролетарская, д. 1 к. 9/7, 501884",32756287,1985-10-31
306404504401488,"с. Челябинск, ш. Юности, д. 9, 412399",28368915,1971-11-30
487973530603334,"п. Ведено, пер. Набережный, д. 76, 729375",13824192,2012-09-05
177592132343879,"ст. Губкин, алл. Сибирская, д. 875 к. 48, 201937",38320968,1989-08-03
907752397841389,"п. Александровск-Сахалинский, пр. Полярный, д. 6/7 к. 6, 095649",12656077,1976-08-23
550333529889346,"с. Карачаевск, пер. Новоселов, д. 7 стр. 5/3, 526399",6374389,2007-03-10
977681346557391,"клх Мыс Шмидта, пер. Харьковский, д. 127 стр. 6, 101226",17329422,2014-05-24
990185199794530,"г. Петушки, ш. Металлургов, д. 5, 955871",21397391,1984-02-27
175898564215112,"ст. Санкт-Петербург, пр. Карла Либкнехта, д. 168 стр. 88, 382384",12591607,2020-04-22
914096958840604,"г. Арзамас, пер. Прохладный, д. 1/6 к. 77, 336723",13891355,2002-05-27
471695947901270,"к. Медногорск, пер. Победы, д. 2, 465803",23591344,1979-05-30
560432795713965,"ст. Сальск, пер. Линейный, д. 881 стр. 1, 272321",24155864,1974-03-20
245453738773211,"клх Киров (Вятка), пр. Коммунаров, д. 901 к. 2/1, 314578",8440829,1986-01-12
940530184998271,"с. Оленек, алл. Высотная, д. 26, 565771",28306154,1991-01-03
869031124415960,"ст. Черусти, ш. Пушкина, д. 7/5 к. 434, 896668",16089348,1972-05-16
883555247320971,"клх Сеймчан, ул. Социалистическая, д. 87, 324526",39127185,1992-03-09
508846033290853,"с. Юрьев-Польский, алл. Ленская, д. 7 стр. 410, 977116",19467827,1972-07-24
605832492737443,"клх Хоста, наб. Сосновая, д. 24, 137373",35161893,2014-06-16
513137798024338,"г. Находка, ш. Огородное, д. 36 к. 3/3, 985892",26242734,1974-07-14
340526526468342,"к. Городовиковск, алл. Есенина, д. 519, 842438",19305706,2000-12-14
847786638490116,"к. Ачинск, бул. Герцена, д. 3/5 к. 4/6, 202771",7691757,1970-12-27
346195786406101,"к. Серафимович, ш. Космонавтов, д. 2 стр. 58, 690603",4605519,1992-10-02
557850525221625,"п. Зеленогорск (Ленин.), алл. Славянская, д. 240, 572383",38304197,1977-04-05
609566411233112,"с. Егорьевск, алл. Крупской, д. 180 к. 5, 334593",37906997,1975-08-18
679076152936253,"с. Торжок, наб. Буденного, д. 437 стр. 4/4, 960605",35965058,2002-02-26
818220189939613,"клх Зеленогорск (Ленин.), пр. Дружбы, д. 2 стр. 214, 359276",9173181,1976-08-01
905563245275818,"с. Горно-Алтайск, алл. Почтовая, д. 41 стр. 68, 077590",21869738,2007-10-15
158424314182581,"с. Барнаул, алл. Марта 8, д. 81 к. 3, 323358",16367051,2009-09-30
794631336743378,"к. Владимир, наб. Свободная, д. 932 стр. 8, 407771",37063929,2014-05-13
817321569431968,"с. Славгород, бул. Пархоменко, д. 1 к. 38, 365680",16903679,1974-09-04
217866862466310,"п. Выборг, пер. Советов, д. 6/3 стр. 46, 985384",34206306,2005-11-15
937575881151208,"с. Кузнецк, ш. Горького, д. 9/6 стр. 4, 338755",38354321,1970-09-27
578635772704503,"п. Приозерск, наб. Леваневского, д. 507 к. 75, 918314",39657367,1978-12-26
495177431900027,"к. Балтийск, пер. Песочный, д. 1/7, 237211",9735265,1974-02-02
408303918114100,"г. Краснотурьинск, бул. Студенческий, д. 71 к. 692, 985851",34363413,1985-07-08
876139688897882,"к. Александров Гай, бул. Ясный, д. 4/3 к. 6, 512713",39714872,2011-05-21
210662620988248,"п. Можга, пер. Папанина, д. 8/6, 948041",25269251,1974-11-17
398578032752089,"п. Агинское (Забайк.), бул. Циолковского, д. 446 стр. 6/8, 933829",4309798,1984-06-02
646923723604627,"с. Сунтар, пер. Коммунальный, д. 7/8, 957890",25910694,2000-01-23
130406768392138,"с. Златоуст, наб. Южная, д. 1/7 к. 38, 053310",36813256,1977-12-24
586904322972199,"г. Междуреченский, пер. Карьерный, д. 6 к. 6, 664187",20283911,1977-09-20
362279188244696,"г. Ивдель, ш. Таежное, д. 428 к. 940, 371059",22570706,2018-01-31
598362079689999,"ст. Тулпан, пр. Пригородный, д. 66, 543740",12258096,2008-09-15
739792225481839,"ст. Тавда, алл. Карла Маркса, д. 3 к. 4, 549746",20846144,2013-07-08
378231123635641,"с. Певек, пр. Енисейский, д. 84, 598202",5967297,1984-01-15
753675445962806,"к. Калач-на-Дону, пер. Песчаный, д. 202 стр. 5, 225137",39867842,1985-07-27
104982162420771,"д. Снежинск, алл. Серафимовича, д. 22 стр. 9/6, 795528",13302369,2000-06-14
832599499754219,"ст. Кисловодск, алл. Ореховая, д. 69, 427812",9217627,2000-11-04
494796952265615,"к. Туапсе, алл. Ильича, д. 700 стр. 2, 672018",11318774,2012-08-17
790791559999249,"д. Торжок, ш. Таманское, д. 85 к. 76, 675095",8428202,2006-01-28
471635144954588,"клх Тында, ул. Невского, д. 922, 942371",35378625,2012-09-27
315704409885446,"п. Кузнецк, пр. Советской Армии, д. 4, 805350",27390431,1985-06-28
481505137746987,"ст. Костомукша, наб. Космонавтов, д. 981, 940883",32946817,1996-06-11
929908639442663,"п. Кизел, наб. Литейная, д. 920 стр. 4, 953072",33026724,1974-07-29
268953243055907,"д. Южноуральск, пер. Линейный, д. 28 к. 96, 609115",28559864,1982-08-25
434537712235394,"к. Сургут (Хант.), бул. Тупиковый, д. 7/6 к. 92, 937464",5399374,2000-03-06
403594016110138,"с. Салехард, пр. Есенина, д. 2/1 стр. 23, 164983",14466382,2019-03-24
917331794358109,"клх Россошь, ш. Металлургов, д. 947 стр. 77, 629133",26225521,1994-11-22
215300088133435,"ст. Ярославль, бул. Промышленный, д. 67 стр. 6, 139645",17663633,1984-10-13
927859696781122,"с. Соликамск, наб. Володарского, д. 5/9 стр. 3, 238388",28458403,2013-09-27
420176034452154,"ст. Павловская, пер. Сенной, д. 6/2, 783919",31921965,1973-11-30
715539381527074,"г. Челябинск, пер. Звездный, д. 99, 726015",28947879,2000-10-09
498347702120012,"ст. Шатки, ш. Жданова, д. 8/6 к. 298, 163488",3654921,1972-01-18
219672980802404,"п. Северодвинск, пер. Ушакова, д. 71, 521500",23342868,2019-01-14
787066366019783,"клх Северо-Курильск, ш. Проточное, д. 34, 403681",24036660,1970-04-23
365844372728336,"с. Саранск, пр. Маркса, д. 1/5 стр. 2/2, 406842",23504976,1982-05-22
946850875865600,"п. Томск, ул. Техническая, д. 3, 064220",12733746,1976-07-20
263807621246214,"с. Южно-Курильск, бул. Привольный, д. 5/8 к. 4, 145602",22244800,1998-02-07
941535119358098,"с. Жигулевск, алл. 70 лет Октября, д. 608 к. 47, 868899",33692730,1971-06-14
867851294012594,"г. Минусинск, алл. Дальневосточная, д. 99 стр. 7/2, 656515",15726866,2002-02-24
792284382089811,"д. Зеленогорск (Ленин.), бул. Баумана, д. 8, 941440",9357793,1988-09-23
600411028986427,"г. Новороссийка, ш. Малиновое, д. 8/6 стр. 491, 813616",6507796,1986-06-18
261140315107519,"к. Сосногорск, пер. Песочный, д. 113, 014158",35069562,1978-12-06
844247348057746,"п. Кострома, пер. Весенний, д. 7/8, 508224",19981766,1996-11-08
103544155673508,"д. Ухта, пер. Надежды, д. 93 к. 13, 327630",7755590,1989-01-19
422996209649211,"к. Кызыл, пер. Киевский, д. 9/7 к. 7, 292493",25160790,1982-11-28
236590815249357,"п. Сусуман, ш. Воронежское, д. 284 стр. 2/3, 978728",15663948,2002-01-14
306304383723924,"к. Певек, наб. Красногвардейская, д. 44, 502410",9251109,2015-03-05
979952667413209,"п. Киренск, наб. Макаренко, д. 6/5, 353560",5770128,2015-04-23
630033094902810,"клх Сургут (Хант.), пер. Азовский, д. 46 к. 19, 556582",3263976,1972-11-20
117542271106440,"г. Мичуринск, наб. Пожарского, д. 7/6 к. 946, 678794",30444102,1991-11-18
346828492793041,"к. Кемерово, пер. Цветочный, д. 6/4 стр. 3, 922400",13235007,1972-04-08
590234585018814,"п. Гусь-Хрустальный, ш. Космодемьянской, д. 2/2, 171346",11625626,1974-12-20
979837005243622,"п. Усолье Сибирское, пр. Коммунальный, д. 34 к. 258, 913115",18038365,1997-09-20
940436842666088,"г. Новосибирск, ш. Транспортное, д. 5, 856780",25186077,1994-01-27
120117613477727,"клх Дудинка, наб. Чапаева, д. 7 стр. 904, 355441",31498102,1974-03-03
535885726921673,"к. Усть-Кулом, алл. Рылеева, д. 8/1 к. 6, 802203",26309012,1988-06-21
448395845931157,"с. Серов, алл. Поселковая, д. 60 к. 2, 988828",15538983,2007-05-23
346225363964828,"ст. Яр-Сале, алл. Вокзальная, д. 66 к. 15, 250182",3996363,2008-11-22
720781895422119,"п. Теберда, ул. Леонова, д. 3 стр. 8/1, 767177",26661711,1992-03-23
272598662925857,"д. Палана, пер. Пирогова, д. 4/8 к. 249, 286855",11558929,2016-06-18
513381607924576,"клх Домодедово, ш. Привольное, д. 99 к. 2/4, 413038",16262417,1988-02-19
474536288015457,"д. Забайкальск, ул. Серова, д. 379 стр. 9, 849795",5864186,1992-02-09
175650238442398,"с. Железногорск(Курск.), ш. Ярославское, д. 6 к. 26, 063591",28789872,1971-01-19
651046973164856,"клх Теберда, алл. Трудовая, д. 8 стр. 871, 655910",22406445,1990-02-20
700611811460909,"ст. Ардон, пер. Высоцкого, д. 8 к. 27, 698607",36854475,1982-03-24
968351164923710,"с. Диксон, бул. Поселковый, д. 6/5 к. 928, 382959",18815085,1970-07-10
673703002540084,"г. Лодейное Поле, пер. 50 лет Победы, д. 69 стр. 485, 276575",37116394,2007-07-16
776730273590505,"п. Смирных, ул. Первомайская, д. 2/3 к. 918, 501599",5703160,2009-12-03
848758606187581,"ст. Ивдель, ул. Ульянова, д. 96, 665263",5983074,1975-01-11
574996008915456,"клх Воскресенск, наб. Пионерская, д. 7, 160083",8537911,2014-05-24
774035346769022,"клх Баргузин, алл. Заовражная, д. 3, 230948",23236400,2004-01-05
774451092235726,"п. Череповец, бул. Тополиный, д. 5/2 к. 3, 192078",8962741,2015-09-29
445374506812358,"к. Нефтегорск (Самар.), пр. Грибоедова, д. 6 к. 84, 029534",16892365,1975-02-15
806806178438473,"к. Каменномостский, наб. Лазурная, д. 6/3, 327776",10025159,1982-05-25
408069981211635,"с. Нарьян-Мар, пер. Чайкиной, д. 275 к. 8, 425951",19398455,1978-10-27
976129772286930,"к. Кудымкар, бул. Шахтерский, д. 7/9 стр. 198, 824585",12736900,2009-08-25
746871784479661,"к. Пушкинские Горы, ш. Микрорайон, д. 27, 656610",39468896,2011-06-03
283409078692211,"ст. Ачинск, пр. ДОС, д. 15 стр. 39, 029848",9675262,2018-05-08
210750761799463,"с. Краснодар, наб. Пирогова, д. 60 стр. 520, 180595",14615767,2004-03-23
233288562531724,"ст. Елец, ш. Кочубея, д. 51 стр. 210, 174923",16554646,2013-06-25
990682285273103,"к. Тайшет, пр. Виноградный, д. 22 стр. 423, 194035",9063478,2019-08-20
698909615691588,"д. Красная Поляна, наб. Ульяновская, д. 6 к. 630, 838730",22060753,2018-06-07
521004703313952,"п. Избербаш, алл. Физкультурная, д. 2 стр. 57, 701097",13568515,1991-06-28
479928916163545,"д. Наро-Фоминск, пр. Песчаный, д. 5/7, 513680",27213056,1977-07-02
594382089521628,"к. Белокуриха, пер. Российский, д. 57 к. 63, 045326",17960847,1981-02-05
261106408380047,"к. Валдай, пер. Ставропольский, д. 23 к. 2, 403952",2516393,1977-01-06
994942119605530,"с. Щелково, наб. Пушкинская, д. 30 стр. 973, 650237",9765410,1972-11-15
881102138600237,"с. Кимры, ул. Ульянова, д. 5/9 к. 9/6, 187573",24732617,2006-12-29
313739680407785,"клх Троицко-Печорск, ул. Угольная, д. 5/8 стр. 47, 398474",5477004,1980-05-07
773887203121319,"д. Нижний Тагил, наб. Гастелло, д. 7/4 к. 2, 205742",5282752,2019-02-20
248124872735191,"д. Москва, наб. Вольная, д. 96, 131439",6131126,2007-07-09
355476163705330,"клх Богучар, пер. Менделеева, д. 2/3 стр. 84, 865551",21048673,2010-11-11
350792319810704,"ст. Сызрань, ш. Леваневского, д. 1 к. 1/1, 063823",33125601,1993-08-30
457630604924283,"г. Новгород Великий, ш. Мелиоративное, д. 1, 776257",15252969,1997-02-16
365126379535390,"с. Буйнакск, ш. Строительное, д. 6 стр. 98, 280949",26043569,1974-05-02
460255626096357,"п. Североморск, алл. Слободская, д. 822 к. 8, 968369",22345598,1997-05-08
382068887932080,"клх Кострома, алл. Новосельская, д. 7/1 к. 8, 685575",12219278,2012-09-18
774323142941782,"клх Малая Вишера, бул. Геологов, д. 79 к. 9/1, 807312",24237188,1999-06-22
342810806296203,"ст. Ейск, ул. Глинки, д. 5/1 стр. 681, 531162",32427223,2001-02-06
544159144117753,"п. Нарткала, пер. Бригадный, д. 2/2 стр. 53, 516543",9682456,2005-11-12
948499145874669,"ст. Двинской, наб. Коммуны, д. 6 стр. 9, 525425",38672463,1977-07-15
408704931221161,"с. Кимры, алл. 70 лет Октября, д. 37, 086208",26161242,1989-03-14
692304546608142,"с. Балтийск, наб. Угольная, д. 8/5 стр. 3/3, 570494",35229203,1970-12-25
431682759386101,"д. Саров (Морд.), ш. Макарова, д. 2/8, 857057",30034146,2000-07-11
304972638216864,"с. Малгобек, бул. Астраханский, д. 903, 937096",38223497,2007-08-14
198767598804057,"г. Подольск, пр. Прудовой, д. 6 к. 80, 867940",34937153,1975-03-11
913644851481793,"ст. Сочи, алл. Павлика Морозова, д. 10 стр. 656, 560341",6339082,1986-07-25
787743071721174,"п. Тутончаны, пер. Черемушки, д. 72, 159373",15692819,2016-12-31
241678277817494,"клх Дербент, наб. Безымянная, д. 9, 226533",21977035,1981-01-12
959026703755244,"ст. Карабудахкент, пр. Циолковского, д. 3, 799500",20332517,1971-09-02
263025001244137,"г. Певек, ул. Чапаева, д. 4 к. 89, 403364",14117547,1980-05-16
212647235334111,"г. Малгобек, наб. Деповская, д. 37 к. 6/1, 047522",14100961,1977-11-05
576835094053058,"к. Лесной (Сверд.), алл. Красина, д. 87 к. 1, 655035",28279821,2014-01-25
481274572743074,"ст. Прохладный, алл. Песочная, д. 6, 921123",32090848,1974-05-25
582100418819376,"п. Ростов-на-Дону, алл. Шоссейная, д. 4, 113461",6190972,1998-05-26
592510260248436,"г. Омск, пер. Льва Толстого, д. 538, 180863",9912862,2014-03-01
852647859127091,"с. Одинцово, алл. Орджоникидзе, д. 42 стр. 8/7, 033901",32803249,2020-04-22
718600526976807,"г. Алапаевск, наб. Революции, д. 1 стр. 9, 488853",33587550,1971-10-02
363304895439235,"ст. Уэлен, пер. Иванова, д. 198, 060605",8114834,2016-06-10
385337227674152,"к. Кущевская, ш. Восьмого Марта, д. 88, 820400",25525145,1985-09-24
431173235614613,"клх Ханты-Мансийск, пр. Речной, д. 9/7 стр. 79, 940085",7929109,1970-01-09
393930691012202,"п. Пинега, алл. Маркса Карла, д. 16 к. 5, 798106",12797810,2006-10-04
954337618234402,"г. Сибай, пер. Ленский, д. 9/1 стр. 85, 529170",23044687,1970-10-26
560404623215166,"ст. Курильск, наб. Фурманова, д. 602 к. 71, 437495",22726696,1974-07-29
804741624322493,"с. Липецк, пр. Леваневского, д. 677, 100541",33301342,2007-09-27
938573110797446,"п. Одинцово, бул. Целинный, д. 6/7, 886483",28451085,2011-03-02
901462307049592,"ст. Омск, пер. Дальневосточный, д. 19 стр. 2/7, 127464",34980624,2000-11-17
954141233056883,"с. Усть-Катав, ш. Космическое, д. 4/2 к. 9, 272013",7133527,2002-12-20
654458601513007,"ст. Ростов, бул. Белорусский, д. 9/9 стр. 6, 116767",16447301,2014-11-12
299973313469988,"к. Усмань, бул. Бульварный, д. 519 стр. 4/3, 348513",28581699,1983-02-20
823863262821634,"д. Сортавала, ш. Пархоменко, д. 80 к. 4/6, 030595",30893212,1971-03-11
340145561382761,"п. Кудымкар, алл. Луначарского, д. 44 к. 963, 882979",3320816,2016-04-07
456457559195481,"клх Елатьма, ш. Линейное, д. 564 к. 9, 845007",31759642,1982-11-18
473236028440238,"п. Пушкин, алл. Безымянная, д. 9, 155288",33451083,1970-05-29
658044490169767,"д. Ставрополь, бул. Буденного, д. 464, 458386",7435564,1988-10-29
871688348882804,"г. Ростов, пр. Механизаторов, д. 42 стр. 521, 160569",32215716,1977-11-17
913789332764652,"г. Серпухов, алл. Кубанская, д. 1/8, 751095",25164238,1990-09-27
929146042664952,"п. Александровск, наб. Красных Партизан, д. 1, 434368",30036124,1990-04-29
135336019770240,"п. Владимир, наб. Линейная, д. 61, 360936",18938278,2016-06-11
228322878329291,"ст. Кущевская, ул. Пионерская, д. 7 к. 68, 481831",15085753,1970-09-09
475747172664149,"д. Дудинка, ш. О.Кошевого, д. 74 к. 593, 571556",28187691,1990-06-05
423575113280214,"г. Комсомольск-на-Амуре, пр. Балтийский, д. 13, 465543",34896911,1994-08-02
488723194371135,"г. Миллерово, алл. Чкалова, д. 70 к. 42, 232639",14550723,1977-06-23
238478613296048,"ст. Октябрьское (Хант.), пр. Бажова, д. 6 к. 7/7, 612889",8246149,2007-07-06
681811376478225,"ст. Можайск, ш. Таежное, д. 1/2 стр. 7, 377250",34781905,2002-11-24
997212967380984,"с. Анива, бул. Магистральный, д. 74 стр. 926, 808454",39648792,2001-04-06
527141039810777,"д. Тамбей, пер. Высокий, д. 2/4, 052805",6267876,1978-10-01
592612572709739,"д. Волгоград, ш. Разина, д. 506, 129577",22118010,1971-06-02
544209160731782,"с. Павловский Посад, ш. Автомобилистов, д. 4/9 стр. 2/5, 322261",6832768,2007-01-02
314482276182855,"г. Махачкала, алл. Поселковая, д. 484 к. 9, 462827",38462855,1971-08-07
979247630354641,"клх Талдом, бул. Лазо, д. 1 стр. 946, 165677",15031141,2004-02-16
688316509391784,"д. Териберка, ш. Бажова, д. 60 стр. 1, 823351",23679053,1993-11-05
596470045152709,"клх Тосно, ул. Песочная, д. 2/6, 319098",3653470,1994-01-07
760760029064133,"клх Славгород, алл. Пугачева, д. 9 стр. 477, 358249",35444721,2019-10-24
720893052773045,"к. Серебряные Пруды, пр. Урицкого, д. 8, 693949",19193453,2001-03-05
114507513142261,"клх Архыз, бул. Центральный, д. 7 стр. 5/9, 177863",9007417,2001-10-11
483829845497963,"ст. Неплюевка, алл. Чапаева, д. 1 к. 6, 443475",16877530,2011-12-14
416804175845507,"г. Щельяюр, пр. Окружной, д. 69 стр. 135, 925093",4272353,2007-05-07
348957345945414,"п. Горячинск, пер. Васильковый, д. 9 к. 581, 468212",20376673,2013-02-06
358407593202188,"п. Шарья, бул. Дачный, д. 61 к. 9/6, 801410",21029100,2011-07-26
837280324536638,"к. Камышин, алл. Дружба, д. 394 к. 8, 850769",9894658,1998-01-08
439230189422498,"д. Торжок, пер. Высоцкого, д. 58 стр. 45, 892714",14310172,2015-06-13
700481522772365,"клх Кострома, алл. Кольцевая, д. 97 стр. 82, 610340",38009615,1984-01-26
538386493233262,"г. Бугульма, наб. Прудовая, д. 2, 471174",8808583,2002-01-18
266806639192618,"к. Усть-Баргузин, ш. Льва Толстого, д. 2/5 к. 118, 143849",26991040,1975-10-10
585954539984594,"п. Верхний Тагил, пер. Горный, д. 6/1, 461337",10667937,1972-03-22
517787551448181,"к. Фатеж, бул. Казачий, д. 2/5, 524642",35436452,1977-12-16
735043671971371,"клх Урюпинск, ш. Луговое, д. 41 к. 30, 754197",22719559,1974-07-09
990805796378405,"д. Бодайбо, пр. Терешковой, д. 8 стр. 8, 997992",25777530,2009-11-21
332731730959444,"к. Малоярославец, пр. Жуковского, д. 7/6 стр. 8, 594265",23908936,2009-09-13
593109832118331,"д. Эльбрус, бул. Геологов, д. 15, 085603",14199386,1995-01-29
527021459457212,"с. Анива, пер. Шмидта, д. 33, 857127",17192008,1993-09-04
207126305178806,"с. Петропавловск-Камчатский, наб. Вольная, д. 73, 890813",5529679,2006-06-23
807416364405787,"ст. Егорьевск, пр. Блюхера, д. 398 стр. 8/5, 227289",13783231,1996-12-24
634048735700497,"д. Малоярославец, пр. Песчаный, д. 58 к. 5/3, 933744",3689629,1984-11-09
538714089733937,"клх Соль-Илецк, ул. Озерная, д. 64, 880795",22560934,2002-06-29
498609775843034,"с. Псебай, бул. Минский, д. 5, 048853",28859562,1973-07-22
666776987833589,"ст. Нижневартовск, пр. Курский, д. 691 к. 6, 601276",15461433,1973-03-25
922672686726430,"д. Тосно, ш. Лесозаводское, д. 973 к. 4, 374786",24066615,1983-03-20
707826456909485,"ст. Бодайбо, ш. Краснофлотское, д. 119 стр. 572, 661261",15749913,2004-09-11
595070374725695,"с. Сеймчан, бул. Красногвардейский, д. 419 к. 2, 083297",5780784,1993-07-21
232270437384443,"п. Видное, ш. Достоевского, д. 988 стр. 47, 462388",23039186,2013-01-09
737134588186338,"клх Кош-Агач, ш. Абрикосовое, д. 43, 774014",31036355,1996-01-18
531913698949307,"д. Карабулак, алл. Войкова, д. 3/1 стр. 93, 202577",7791610,2011-07-21
737119078590447,"клх Тобольск, ул. Овражная, д. 9, 947116",32568021,1981-09-20
732228193276039,"к. Оса, ш. Портовое, д. 3 стр. 18, 177590",15736519,2006-05-01
738538718812339,"п. Горячинск, пр. Краснодарский, д. 32 стр. 60, 972682",14389473,1970-01-02
296416894104997,"с. Вендинга, ул. Леваневского, д. 36 стр. 411, 275391",34981932,1972-12-02
260876770234948,"г. Шатура, пер. Полтавский, д. 3/7 стр. 957, 160139",7082647,1992-06-09
506554937597882,"п. Ребриха, наб. Медицинская, д. 775 к. 34, 236662",31099666,2014-01-05
850210854769797,"клх Качканар, пер. Орловский, д. 158, 980155",10663099,2020-09-01
860322098310650,"ст. Кропоткин (Краснод.), бул. Лермонтова, д. 5, 975589",22740954,2001-08-06
637823080159257,"д. Щельяюр, бул. Астраханский, д. 106 стр. 862, 620727",28973262,1978-03-21
227806340532492,"ст. Белгород, ул. Культуры, д. 440, 447634",10989338,1978-08-22
725119404786254,"к. Красноуфимск, пр. Орджоникидзе, д. 16 к. 405, 515180",29033485,1992-08-21
844165188570798,"г. Анива, алл. Сенная, д. 2 стр. 2, 316990",7530181,1987-03-04
799436465426486,"к. Витим, алл. Запорожская, д. 52 стр. 78, 424690",3636273,1995-11-06
697009991076343,"д. Певек, бул. Жданова, д. 5/4 к. 32, 163731",28981095,1996-02-20
984564836319967,"д. Канск, бул. Волкова, д. 92 к. 92, 507828",6200435,2003-08-23
210546921712131,"ст. Буденновск, пер. Энгельса, д. 5/7, 613475",32198433,1983-11-22
790952548346755,"к. Объячево, бул. Транспортный, д. 2/8 к. 80, 455613",22457560,1976-10-10
319830647808696,"к. Галич, ш. Лунное, д. 727 к. 70, 154084",26820758,1983-11-16
246683402625054,"ст. Хужир, пер. Иванова, д. 59 к. 8/7, 133510",19033244,1978-04-24
456373904132382,"к. Усинск, ш. Шевченко, д. 877 стр. 324, 740467",19494031,2000-03-24
351461760046259,"с. Тавда, ул. Заозерная, д. 2 к. 2, 424430",38476404,2005-02-16
806108934963758,"г. Кежма, бул. Прудный, д. 7/5, 935008",34231976,1976-12-29
526136785976053,"д. Ведено, ш. Монтажников, д. 70, 250230",4717191,2000-05-13
493499994159521,"д. Томск, пр. Мая 1, д. 8/6, 763409",12533090,1996-02-06
597340331151172,"к. Озеры, ул. Крупской, д. 1 к. 734, 419263",27963699,1973-04-12
208988741356040,"п. Малая Вишера, ш. Кузнецова, д. 347, 676661",27572690,1987-01-05
620503640431856,"клх Шатой, пр. Новгородский, д. 39 стр. 5, 301636",9663074,2011-11-09
473894929801435,"к. Алдан, бул. Лунный, д. 812 стр. 4/8, 541182",22458260,2018-08-09
174915212684314,"ст. Арсеньев, алл. Ростовская, д. 1/9 стр. 170, 466685",33040819,1970-03-03
784954098072069,"клх Баксан, пр. Ворошилова, д. 179 к. 115, 695719",18940845,2009-01-27
120904110728100,"д. Мураши, ш. Сахалинское, д. 8, 874843",3854458,1979-02-17
993687325195259,"г. Коломна, ул. Высотная, д. 425 стр. 514, 610596",6268382,1979-08-25
899532127026290,"п. Нижний Тагил, пр. Машиностроителей, д. 95 к. 2, 540454",10941595,2003-04-07
592754629999838,"ст. Бодайбо, пер. Смирнова, д. 602 к. 226, 197571",33484273,1997-07-30
553981380068944,"ст. Новомосковск, бул. Мельничный, д. 559, 376501",11281246,1986-02-23
376884469011190,"ст. Каргополь, ш. Менделеева, д. 5 к. 393, 318246",15004813,1972-08-13
924904582640474,"г. Златоуст, пр. Западный, д. 1 к. 9, 665359",11921718,1979-03-12
292617142059759,"с. Моздок, ул. Абрикосовая, д. 7 стр. 185, 820363",37572105,1984-03-08
271554651627497,"с. Уварово, пр. Новоселов, д. 8/1, 168078",37983348,2007-07-25
